instance_id,population_size,max_iterations,weight,c1,c2,vmax,makespan,execution_time
0,30,100,0.9,2.0,2.0,0.5,2391,3.95455002784729
0,30,150,0.7,1.5,1.5,0.5,2289,8.357822179794312
0,30,150,0.7,1.5,1.5,0.25,2280,8.683621406555176
0,30,150,0.7,1.5,2.0,0.25,2298,8.706607580184937
0,30,150,0.7,1.5,2.0,0.5,2371,8.9094820022583
0,30,150,0.7,2.0,1.5,0.25,2288,11.108119249343872
0,30,150,0.7,2.0,2.0,0.25,2212,10.820297718048096
0,30,150,0.7,2.0,1.5,0.5,2349,10.993190288543701
0,30,150,0.7,2.0,2.0,0.5,2278,10.763331413269043
0,30,150,0.9,1.5,1.5,0.25,2272,6.493977308273315
0,30,150,0.9,1.5,1.5,0.5,2456,6.4410107135772705
0,30,150,0.9,1.5,2.0,0.25,2209,6.474987745285034
0,30,150,0.9,1.5,2.0,0.5,2433,6.351064443588257
0,30,150,0.9,2.0,1.5,0.25,2168,5.956310749053955
0,30,150,0.9,2.0,2.0,0.25,2314,6.042258024215698
0,30,150,0.9,2.0,1.5,0.5,2397,6.119208335876465
0,30,150,0.9,2.0,2.0,0.5,2278,6.175175189971924
0,50,50,0.7,1.5,1.5,0.25,2220,3.229999303817749
0,50,50,0.7,1.5,2.0,0.25,2188,3.1980183124542236
0,50,50,0.7,1.5,1.5,0.5,2225,3.2280020713806152
0,50,50,0.7,1.5,2.0,0.5,2460,3.2349958419799805
0,50,50,0.7,2.0,1.5,0.25,2344,3.365915298461914
0,50,50,0.7,2.0,1.5,0.5,2348,3.3039536476135254
0,50,50,0.7,2.0,2.0,0.25,2408,3.3149473667144775
0,50,50,0.7,2.0,2.0,0.5,2265,3.3339340686798096
0,50,50,0.9,1.5,1.5,0.25,2286,3.783656120300293
0,50,50,0.9,1.5,1.5,0.5,2381,3.6797194480895996
0,50,50,0.9,1.5,2.0,0.25,2431,3.698709011077881
0,50,50,0.9,1.5,2.0,0.5,2527,3.6817190647125244
0,50,50,0.9,2.0,1.5,0.25,2156,3.8855929374694824
0,50,50,0.9,2.0,1.5,0.5,2488,3.824632167816162
0,50,50,0.9,2.0,2.0,0.25,2196,3.8526134490966797
0,50,50,0.9,2.0,2.0,0.5,2322,3.936560869216919
0,50,100,0.7,1.5,1.5,0.25,2277,10.301619291305542
0,50,100,0.7,1.5,1.5,0.5,2304,10.623418807983398
0,50,100,0.7,1.5,2.0,0.25,2357,10.630415678024292
0,50,100,0.7,1.5,2.0,0.5,2392,10.899248600006104
0,50,100,0.7,2.0,1.5,0.25,2168,11.541849851608276
0,50,100,0.7,2.0,1.5,0.5,2372,11.20405912399292
0,50,100,0.7,2.0,2.0,0.25,2322,11.233044624328613
0,50,100,0.7,2.0,2.0,0.5,2410,11.397939443588257
0,50,100,0.9,1.5,1.5,0.5,2358,10.609429121017456
0,50,100,0.9,1.5,1.5,0.25,2226,10.831290245056152
0,50,100,0.9,1.5,2.0,0.25,2297,10.710365295410156
0,50,100,0.9,1.5,2.0,0.5,2432,10.933229923248291
0,50,100,0.9,2.0,1.5,0.25,2282,8.41978406906128
0,50,100,0.9,2.0,1.5,0.5,2287,8.341833114624023
0,50,100,0.9,2.0,2.0,0.25,2302,8.538710594177246
0,50,100,0.9,2.0,2.0,0.5,2540,7.824152946472168
0,50,150,0.7,1.5,1.5,0.25,2281,10.965209007263184
0,50,150,0.7,1.5,1.5,0.5,2255,11.100123882293701
0,50,150,0.7,1.5,2.0,0.25,2196,11.55484390258789
0,50,150,0.7,1.5,2.0,0.5,2243,11.573831558227539
0,50,150,0.7,2.0,1.5,0.5,2366,12.186450481414795
0,50,150,0.7,2.0,1.5,0.25,2277,12.621181726455688
0,50,150,0.7,2.0,2.0,0.25,2264,11.85166049003601
0,50,150,0.7,2.0,2.0,0.5,2339,11.963590145111084
0,50,150,0.9,1.5,1.5,0.5,2372,10.716361999511719
0,50,150,0.9,1.5,1.5,0.25,2295,10.89025330543518
0,50,150,0.9,1.5,2.0,0.25,2234,10.76133418083191
0,50,150,0.9,1.5,2.0,0.5,2310,10.771328449249268
0,50,150,0.9,2.0,1.5,0.25,2265,12.671151876449585
0,50,150,0.9,2.0,1.5,0.5,2318,12.692139387130737
0,50,150,0.9,2.0,2.0,0.25,2283,12.721120357513428
0,50,150,0.9,2.0,2.0,0.5,2345,12.694137811660767
1,20,50,0.7,1.5,1.5,0.25,2392,1.4950733184814453
1,20,50,0.7,1.5,1.5,0.5,2378,1.4311141967773438
1,20,50,0.7,1.5,2.0,0.25,2484,1.382145643234253
1,20,50,0.7,1.5,2.0,0.5,2347,1.4021320343017578
1,20,50,0.7,2.0,1.5,0.25,2372,1.3791465759277344
1,20,50,0.7,2.0,1.5,0.5,2324,1.4580955505371094
1,20,50,0.7,2.0,2.0,0.25,2415,1.4111254215240479
1,20,50,0.7,2.0,2.0,0.5,2488,1.4830827713012695
1,20,50,0.9,1.5,1.5,0.25,2365,1.3411691188812256
1,20,50,0.9,1.5,1.5,0.5,2390,1.367154598236084
1,20,50,0.9,1.5,2.0,0.25,2352,1.3871407508850098
1,20,50,0.9,1.5,2.0,0.5,2401,1.3961341381072998
1,20,50,0.9,2.0,1.5,0.25,2307,1.4341108798980713
1,20,50,0.9,2.0,1.5,0.5,2426,1.4271159172058105
1,20,50,0.9,2.0,2.0,0.25,2400,1.4101269245147705
1,20,50,0.9,2.0,2.0,0.5,2594,1.4061291217803955
1,20,100,0.7,1.5,1.5,0.25,2258,2.781275987625122
1,20,100,0.7,1.5,1.5,0.5,2369,2.743300676345825
1,20,100,0.7,1.5,2.0,0.25,2297,2.839240550994873
1,20,100,0.7,1.5,2.0,0.5,2468,2.8212509155273438
1,20,100,0.7,2.0,1.5,0.25,2273,2.8502345085144043
1,20,100,0.7,2.0,1.5,0.5,2320,2.8972063064575195
1,20,100,0.7,2.0,2.0,0.25,2347,2.7752792835235596
1,20,100,0.7,2.0,2.0,0.5,2490,3.181030750274658
1,20,100,0.9,1.5,1.5,0.25,2348,4.538190603256226
1,20,100,0.9,1.5,1.5,0.5,2298,4.554179430007935
1,20,100,0.9,1.5,2.0,0.25,2274,4.562174320220947
1,20,100,0.9,1.5,2.0,0.5,2573,4.738063812255859
1,20,100,0.9,2.0,1.5,0.25,2324,5.571549654006958
1,20,100,0.9,2.0,1.5,0.5,2373,5.573548078536987
1,20,100,0.9,2.0,2.0,0.25,2414,5.624516725540161
1,20,100,0.9,2.0,2.0,0.5,2508,5.171798229217529
1,20,150,0.7,1.5,1.5,0.25,2296,5.625518321990967
1,20,150,0.7,1.5,1.5,0.5,2412,5.510586738586426
1,20,150,0.7,1.5,2.0,0.25,2353,5.874363422393799
1,20,150,0.7,1.5,2.0,0.5,2293,6.835763692855835
1,20,150,0.7,2.0,1.5,0.25,2331,6.954687833786011
1,20,150,0.7,2.0,1.5,0.5,2301,6.951688766479492
1,20,150,0.7,2.0,2.0,0.25,2238,6.6538779735565186
1,20,150,0.7,2.0,2.0,0.5,2341,6.406030654907227
1,20,150,0.9,1.5,1.5,0.25,2360,5.063863277435303
1,20,150,0.9,1.5,1.5,0.5,2363,5.0758562088012695
1,20,150,0.9,1.5,2.0,0.25,2237,5.071859121322632
1,20,150,0.9,1.5,2.0,0.5,2294,5.052869081497192
1,20,150,0.9,2.0,1.5,0.25,2309,7.302477121353149
1,20,150,0.9,2.0,1.5,0.5,2476,7.311471939086914
1,20,150,0.9,2.0,2.0,0.25,2252,7.424401044845581
1,20,150,0.9,2.0,2.0,0.5,2346,6.530954122543335
1,30,50,0.7,1.5,1.5,0.25,2329,3.839620590209961
1,30,50,0.7,1.5,1.5,0.5,2443,4.1584203243255615
1,30,50,0.7,1.5,2.0,0.25,2387,4.1494300365448
1,30,50,0.7,1.5,2.0,0.5,2510,4.279348611831665
1,30,50,0.7,2.0,1.5,0.25,2348,3.7107017040252686
1,30,50,0.7,2.0,1.5,0.5,2307,3.4608547687530518
1,30,50,0.7,2.0,2.0,0.25,2270,3.5657901763916016
1,30,50,0.7,2.0,2.0,0.5,2498,3.382904052734375
1,30,50,0.9,1.5,1.5,0.25,2301,2.767286539077759
1,30,50,0.9,1.5,1.5,0.5,2498,2.8242502212524414
1,30,50,0.9,1.5,2.0,0.25,2397,2.771280527114868
1,30,50,0.9,1.5,2.0,0.5,2406,2.831247568130493
1,30,50,0.9,2.0,1.5,0.25,2509,2.577404022216797
1,30,50,0.9,2.0,1.5,0.5,2434,2.558415412902832
1,30,50,0.9,2.0,2.0,0.25,2430,2.518440008163452
1,30,50,0.9,2.0,2.0,0.5,2323,2.340549945831299
1,30,100,0.7,1.5,1.5,0.25,2332,4.432255029678345
1,30,100,0.7,1.5,1.5,0.5,2286,4.427257537841797
1,30,100,0.7,1.5,2.0,0.25,2248,4.388281583786011
1,30,100,0.7,1.5,2.0,0.5,2503,4.429256200790405
1,30,100,0.7,2.0,1.5,0.25,2403,4.174415111541748
1,30,100,0.7,2.0,1.5,0.5,2392,4.217386960983276
1,30,100,0.7,2.0,2.0,0.25,2283,4.225382566452026
1,30,100,0.7,2.0,2.0,0.5,2533,4.182406902313232
1,30,100,0.9,1.5,1.5,0.25,2354,4.270354270935059
1,30,100,0.9,1.5,1.5,0.5,2233,4.2433717250823975
1,30,100,0.9,1.5,2.0,0.25,2262,4.243369102478027
1,30,100,0.9,1.5,2.0,0.5,2454,4.280348062515259
1,30,100,0.9,2.0,1.5,0.25,2398,4.352303743362427
1,30,100,0.9,2.0,1.5,0.5,2332,4.31832480430603
1,30,100,0.9,2.0,2.0,0.25,2219,4.314327955245972
1,30,100,0.9,2.0,2.0,0.5,2485,4.268356084823608
1,30,150,0.7,1.5,1.5,0.25,2289,6.187171220779419
1,30,150,0.7,1.5,1.5,0.5,2394,6.160183668136597
1,30,150,0.7,1.5,2.0,0.25,2393,6.125206708908081
1,30,150,0.7,1.5,2.0,0.5,2430,6.12320613861084
1,30,150,0.7,2.0,1.5,0.25,2188,6.1881678104400635
1,30,150,0.7,2.0,1.5,0.5,2284,6.191165447235107
1,30,150,0.7,2.0,2.0,0.25,2221,6.143194913864136
1,30,150,0.7,2.0,2.0,0.5,2395,6.167180776596069
1,30,150,0.9,1.5,1.5,0.25,2317,6.146193027496338
1,30,150,0.9,1.5,1.5,0.5,2379,6.1591856479644775
1,30,150,0.9,1.5,2.0,0.25,2344,6.109215974807739
1,30,150,0.9,1.5,2.0,0.5,2413,6.212153196334839
1,30,150,0.9,2.0,1.5,0.25,2261,6.165180683135986
1,30,150,0.9,2.0,1.5,0.5,2480,6.142195463180542
1,30,150,0.9,2.0,2.0,0.25,2256,6.1471922397613525
1,30,150,0.9,2.0,2.0,0.5,2461,6.217149257659912
1,50,50,0.7,1.5,1.5,0.25,2375,3.362916946411133
1,50,50,0.7,1.5,1.5,0.5,2355,3.3968961238861084
1,50,50,0.7,1.5,2.0,0.25,2355,3.4008939266204834
1,50,50,0.7,1.5,2.0,0.5,2437,3.412886381149292
1,50,50,0.7,2.0,1.5,0.25,2312,3.4098877906799316
1,50,50,0.7,2.0,1.5,0.5,2247,3.4208812713623047
1,50,50,0.7,2.0,2.0,0.25,2260,3.429875135421753
1,50,50,0.7,2.0,2.0,0.5,2418,3.432873249053955
1,50,50,0.9,1.5,1.5,0.25,2372,3.4318740367889404
1,50,50,0.9,1.5,1.5,0.5,2570,3.355921745300293
1,50,50,0.9,1.5,2.0,0.25,2320,3.371910810470581
1,50,50,0.9,1.5,2.0,0.5,2449,3.4208807945251465
1,50,50,0.9,2.0,1.5,0.5,2329,3.398893117904663
1,50,50,0.9,2.0,1.5,0.25,2348,3.4598562717437744
1,50,50,0.9,2.0,2.0,0.25,2250,3.474846601486206
1,50,50,0.9,2.0,2.0,0.5,2511,3.5168204307556152
1,50,100,0.7,1.5,1.5,0.5,2263,6.797788619995117
1,50,100,0.7,1.5,1.5,0.25,2253,6.896728277206421
1,50,100,0.7,1.5,2.0,0.25,2285,6.802786350250244
1,50,100,0.7,1.5,2.0,0.5,2319,6.775801658630371
1,50,100,0.7,2.0,1.5,0.25,2248,6.70684552192688
1,50,100,0.7,2.0,1.5,0.5,2348,6.666870594024658
1,50,100,0.7,2.0,2.0,0.25,2159,6.718838214874268
1,50,100,0.7,2.0,2.0,0.5,2361,6.781799077987671
1,50,100,0.9,1.5,1.5,0.25,2366,6.738826751708984
1,50,100,0.9,1.5,1.5,0.5,2339,6.704846382141113
1,50,100,0.9,1.5,2.0,0.25,2453,6.774803638458252
1,50,100,0.9,1.5,2.0,0.5,2435,6.815778017044067
1,50,100,0.9,2.0,1.5,0.5,2435,6.701848745346069
1,50,100,0.9,2.0,1.5,0.25,2359,6.791792392730713
1,50,100,0.9,2.0,2.0,0.25,2320,6.711841106414795
1,50,100,0.9,2.0,2.0,0.5,2377,6.7748024463653564
1,50,150,0.7,1.5,1.5,0.25,2257,10.149713277816772
1,50,150,0.7,1.5,1.5,0.5,2405,10.153709650039673
1,50,150,0.7,1.5,2.0,0.25,2149,10.220669269561768
1,50,150,0.7,1.5,2.0,0.5,2414,10.145715713500977
1,50,150,0.7,2.0,1.5,0.5,2421,11.325984239578247
1,50,150,0.7,2.0,1.5,0.25,2201,11.450906038284302
1,50,150,0.7,2.0,2.0,0.25,2275,11.236043214797974
1,50,150,0.7,2.0,2.0,0.5,2452,11.2900071144104
1,50,150,0.9,1.5,1.5,0.25,2378,10.135721683502197
1,50,150,0.9,1.5,1.5,0.5,2407,10.306615829467773
1,50,150,0.9,1.5,2.0,0.25,2330,10.347590446472168
1,50,150,0.9,1.5,2.0,0.5,2422,10.22866439819336
1,50,150,0.9,2.0,1.5,0.25,2395,9.91185975074768
1,50,150,0.9,2.0,1.5,0.5,2473,9.935843467712402
1,50,150,0.9,2.0,2.0,0.25,2286,9.843901872634888
1,50,150,0.9,2.0,2.0,0.5,2339,9.908861875534058
2,20,50,0.7,1.5,1.5,0.25,2346,1.3501641750335693
2,20,50,0.7,1.5,1.5,0.5,2312,1.3711504936218262
2,20,50,0.7,1.5,2.0,0.25,2231,1.3651537895202637
2,20,50,0.7,1.5,2.0,0.5,2389,1.358158826828003
2,20,50,0.7,2.0,1.5,0.25,2259,1.3641552925109863
2,20,50,0.7,2.0,1.5,0.5,2304,1.3371708393096924
2,20,50,0.7,2.0,2.0,0.25,2339,1.3281772136688232
2,20,50,0.7,2.0,2.0,0.5,2437,1.3141863346099854
2,20,50,0.9,1.5,1.5,0.25,2297,1.3271777629852295
2,20,50,0.9,1.5,1.5,0.5,2360,1.3201828002929688
2,20,50,0.9,1.5,2.0,0.25,2317,1.3031930923461914
2,20,50,0.9,1.5,2.0,0.5,2543,1.3061912059783936
2,20,50,0.9,2.0,1.5,0.25,2231,1.4061291217803955
2,20,50,0.9,2.0,1.5,0.5,2429,1.4241182804107666
2,20,50,0.9,2.0,2.0,0.25,2073,1.454099178314209
2,20,50,0.9,2.0,2.0,0.5,2303,1.375148057937622
2,20,100,0.7,1.5,1.5,0.25,2332,2.7133188247680664
2,20,100,0.7,1.5,1.5,0.5,2329,2.64736008644104
2,20,100,0.7,1.5,2.0,0.25,2334,2.6703460216522217
2,20,100,0.7,1.5,2.0,0.5,2392,2.7103209495544434
2,20,100,0.7,2.0,1.5,0.25,2206,2.6783406734466553
2,20,100,0.7,2.0,1.5,0.5,2351,2.6843369007110596
2,20,100,0.7,2.0,2.0,0.25,2235,2.6613502502441406
2,20,100,0.7,2.0,2.0,0.5,2218,2.7393033504486084
2,20,100,0.9,1.5,1.5,0.25,2197,2.6213762760162354
2,20,100,0.9,1.5,1.5,0.5,2407,2.6033883094787598
2,20,100,0.9,1.5,2.0,0.25,2211,2.626373529434204
2,20,100,0.9,1.5,2.0,0.5,2419,2.71931529045105
2,20,100,0.9,2.0,1.5,0.25,2139,3.3729100227355957
2,20,100,0.9,2.0,1.5,0.5,2332,3.4598565101623535
2,20,100,0.9,2.0,2.0,0.25,2322,3.369910955429077
2,20,100,0.9,2.0,2.0,0.5,2399,3.4848413467407227
2,20,150,0.7,1.5,1.5,0.25,2149,6.666871070861816
2,20,150,0.7,1.5,1.5,0.5,2121,6.757814645767212
2,20,150,0.7,1.5,2.0,0.25,2250,6.866746425628662
2,20,150,0.7,1.5,2.0,0.5,2286,7.453383684158325
2,20,150,0.7,2.0,1.5,0.25,2222,6.967682123184204
2,20,150,0.7,2.0,1.5,0.5,2254,6.7448225021362305
2,20,150,0.7,2.0,2.0,0.25,2235,6.890732526779175
2,20,150,0.7,2.0,2.0,0.5,2342,6.850757598876953
2,20,150,0.9,1.5,1.5,0.25,2271,7.299478769302368
2,20,150,0.9,1.5,1.5,0.5,2352,7.271494150161743
2,20,150,0.9,1.5,2.0,0.25,2249,7.148571968078613
2,20,150,0.9,1.5,2.0,0.5,2425,6.810781955718994
2,20,150,0.9,2.0,1.5,0.25,2247,4.912956953048706
2,20,150,0.9,2.0,1.5,0.5,2419,4.922951698303223
2,20,150,0.9,2.0,2.0,0.25,2279,4.810020446777344
2,20,150,0.9,2.0,2.0,0.5,2466,4.760051488876343
2,30,50,0.7,1.5,1.5,0.25,2209,2.4205009937286377
2,30,50,0.7,1.5,1.5,0.5,2353,2.3315541744232178
2,30,50,0.7,1.5,2.0,0.25,2243,2.370530843734741
2,30,50,0.7,1.5,2.0,0.5,2496,2.4584767818450928
2,30,50,0.7,2.0,1.5,0.25,2279,2.3575384616851807
2,30,50,0.7,2.0,1.5,0.5,2317,2.39851450920105
2,30,50,0.7,2.0,2.0,0.25,2174,2.3725287914276123
2,30,50,0.7,2.0,2.0,0.5,2408,2.303572654724121
2,30,50,0.9,1.5,1.5,0.25,2307,2.179649829864502
2,30,50,0.9,1.5,1.5,0.5,2269,2.216627836227417
2,30,50,0.9,1.5,2.0,0.25,2297,2.2166261672973633
2,30,50,0.9,1.5,2.0,0.5,2388,2.1946401596069336
2,30,50,0.9,2.0,1.5,0.25,2251,2.16865611076355
2,30,50,0.9,2.0,2.0,0.25,2430,2.1386749744415283
2,30,50,0.9,2.0,1.5,0.5,2163,2.1706550121307373
2,30,50,0.9,2.0,2.0,0.5,2415,2.1156883239746094
2,30,100,0.7,1.5,1.5,0.25,2302,4.3702919483184814
2,30,100,0.7,1.5,1.5,0.5,2220,4.301335573196411
2,30,100,0.7,1.5,2.0,0.25,2230,4.370293140411377
2,30,100,0.7,1.5,2.0,0.5,2380,4.363298177719116
2,30,100,0.7,2.0,1.5,0.25,2309,4.269355058670044
2,30,100,0.7,2.0,1.5,0.5,2201,4.220386028289795
2,30,100,0.7,2.0,2.0,0.25,2258,4.235376834869385
2,30,100,0.7,2.0,2.0,0.5,2416,4.294339418411255
2,30,100,0.9,1.5,1.5,0.25,2401,4.308330297470093
2,30,100,0.9,1.5,1.5,0.5,2404,4.32632040977478
2,30,100,0.9,1.5,2.0,0.25,2283,4.2883429527282715
2,30,100,0.9,1.5,2.0,0.5,2398,4.300334930419922
2,30,100,0.9,2.0,2.0,0.25,2244,4.23137903213501
2,30,100,0.9,2.0,1.5,0.25,2325,4.3712921142578125
2,30,100,0.9,2.0,1.5,0.5,2353,4.371292352676392
2,30,100,0.9,2.0,2.0,0.5,2403,4.9299468994140625
2,30,150,0.7,1.5,1.5,0.25,2268,6.9526941776275635
2,30,150,0.7,1.5,1.5,0.5,2265,6.892729997634888
2,30,150,0.7,1.5,2.0,0.25,2253,7.046634674072266
2,30,150,0.7,1.5,2.0,0.5,2414,6.481985569000244
2,30,150,0.7,2.0,1.5,0.25,2227,6.772804498672485
2,30,150,0.7,2.0,1.5,0.5,2414,6.777801036834717
2,30,150,0.7,2.0,2.0,0.25,2249,6.735827207565308
2,30,150,0.7,2.0,2.0,0.5,2251,6.76780891418457
2,30,150,0.9,1.5,1.5,0.25,2295,6.6358888149261475
2,30,150,0.9,1.5,1.5,0.5,2335,6.674865961074829
2,30,150,0.9,1.5,2.0,0.25,2154,6.708845376968384
2,30,150,0.9,1.5,2.0,0.5,2415,6.625897645950317
2,30,150,0.9,2.0,1.5,0.5,2220,6.337074518203735
2,30,150,0.9,2.0,1.5,0.25,2235,6.4430084228515625
2,30,150,0.9,2.0,2.0,0.25,2285,6.3590617179870605
2,30,150,0.9,2.0,2.0,0.5,2239,6.660874366760254
2,50,50,0.7,1.5,1.5,0.25,2217,3.8726003170013428
2,50,50,0.7,1.5,1.5,0.5,2279,3.917574405670166
2,50,50,0.7,1.5,2.0,0.25,2262,3.840620279312134
2,50,50,0.7,1.5,2.0,0.5,2325,3.783656120300293
2,50,50,0.7,2.0,1.5,0.25,2354,3.5687878131866455
2,50,50,0.7,2.0,1.5,0.5,2188,3.5008316040039062
2,50,50,0.7,2.0,2.0,0.25,2317,3.5727860927581787
2,50,50,0.7,2.0,2.0,0.5,2213,3.45386004447937
2,50,50,0.9,1.5,1.5,0.25,2287,3.3579211235046387
2,50,50,0.9,1.5,1.5,0.5,2377,3.3739094734191895
2,50,50,0.9,1.5,2.0,0.25,2275,3.3459267616271973
2,50,50,0.9,1.5,2.0,0.5,2441,3.3849031925201416
2,50,50,0.9,2.0,1.5,0.25,2318,3.3998939990997314
2,50,50,0.9,2.0,1.5,0.5,2288,3.467851400375366
2,50,50,0.9,2.0,2.0,0.25,2275,3.4248785972595215
2,50,50,0.9,2.0,2.0,0.5,2480,3.3899002075195312
2,50,100,0.7,1.5,1.5,0.25,2198,6.611904621124268
2,50,100,0.7,1.5,2.0,0.25,2339,6.61790132522583
2,50,100,0.7,1.5,1.5,0.5,2188,6.656876087188721
2,50,100,0.7,1.5,2.0,0.5,2269,6.656877279281616
2,50,100,0.7,2.0,1.5,0.25,2304,6.645883321762085
2,50,100,0.7,2.0,1.5,0.5,2375,6.638887882232666
2,50,100,0.7,2.0,2.0,0.25,2229,6.672866344451904
2,50,100,0.7,2.0,2.0,0.5,2357,6.688857316970825
2,50,100,0.9,1.5,1.5,0.25,2328,6.721837043762207
2,50,100,0.9,1.5,2.0,0.25,2214,6.662872076034546
2,50,100,0.9,1.5,1.5,0.5,2239,6.75081729888916
2,50,100,0.9,1.5,2.0,0.5,2420,6.6798622608184814
2,50,100,0.9,2.0,1.5,0.25,2300,6.5899176597595215
2,50,100,0.9,2.0,1.5,0.5,2347,6.581923723220825
2,50,100,0.9,2.0,2.0,0.25,2271,6.602910041809082
2,50,100,0.9,2.0,2.0,0.5,2378,6.691854953765869
