instance_id,population_size,max_iterations,weight,c1,c2,vmax,makespan,execution_time
0,20,50,0.7,1.5,1.5,0.25,4619,16.411795139312744
0,20,50,0.7,1.5,1.5,0.5,4849,15.344072103500366
0,20,50,0.7,1.5,2.0,0.25,4700,14.602750778198242
0,20,50,0.7,1.5,2.0,0.5,4847,14.362462997436523
0,20,50,0.7,2.0,1.5,0.25,4747,11.31147027015686
0,20,50,0.7,2.0,1.5,0.5,5012,10.987427473068237
0,20,50,0.7,2.0,2.0,0.25,4726,11.033021688461304
0,20,50,0.7,2.0,2.0,0.5,4761,10.95605993270874
0,20,50,0.9,1.5,1.5,0.5,4762,10.441207647323608
0,20,50,0.9,1.5,1.5,0.25,4712,10.520801544189453
0,20,50,0.9,1.5,2.0,0.25,4752,10.445821523666382
0,20,50,0.9,1.5,2.0,0.5,4952,10.612704277038574
0,20,50,0.9,2.0,1.5,0.25,4670,7.872846603393555
0,20,50,0.9,2.0,1.5,0.5,4933,7.824553728103638
0,20,50,0.9,2.0,2.0,0.25,4712,7.864969730377197
0,20,50,0.9,2.0,2.0,0.5,4831,7.768980264663696
0,20,100,0.7,1.5,1.5,0.25,4482,14.425740957260132
0,20,100,0.7,1.5,1.5,0.5,4578,14.425345420837402
0,20,100,0.7,1.5,2.0,0.5,4994,14.405986547470093
0,20,100,0.7,1.5,2.0,0.25,4319,14.65566372871399
0,20,100,0.7,2.0,1.5,0.25,4568,15.792322158813477
0,20,100,0.7,2.0,1.5,0.5,4808,15.901714324951172
0,20,100,0.7,2.0,2.0,0.25,4547,15.800639867782593
0,20,100,0.7,2.0,2.0,0.5,4688,16.27894687652588
0,20,100,0.9,1.5,1.5,0.25,4568,16.04574227333069
0,20,100,0.9,1.5,1.5,0.5,4795,16.203291416168213
0,20,100,0.9,1.5,2.0,0.25,4444,16.108410358428955
0,20,100,0.9,1.5,2.0,0.5,5073,15.693182706832886
0,20,100,0.9,2.0,1.5,0.25,4638,13.79838752746582
0,20,100,0.9,2.0,1.5,0.5,4662,13.627403497695923
0,20,100,0.9,2.0,2.0,0.25,4609,13.652525186538696
0,20,100,0.9,2.0,2.0,0.5,4931,13.80914568901062
0,20,150,0.7,1.5,1.5,0.25,4632,21.918074131011963
0,20,150,0.7,1.5,1.5,0.5,4725,22.07307720184326
0,20,150,0.7,1.5,2.0,0.25,4612,21.93554925918579
0,20,150,0.7,1.5,2.0,0.5,4762,22.18423557281494
0,20,150,0.7,2.0,1.5,0.25,4366,20.809537172317505
0,20,150,0.7,2.0,1.5,0.5,4810,20.61470603942871
0,20,150,0.7,2.0,2.0,0.25,4596,20.77309560775757
0,20,150,0.7,2.0,2.0,0.5,4703,20.627923011779785
0,20,150,0.9,1.5,1.5,0.5,4725,21.75564455986023
0,20,150,0.9,1.5,1.5,0.25,4637,21.880033016204834
0,20,150,0.9,1.5,2.0,0.25,4694,21.964728116989136
0,20,150,0.9,1.5,2.0,0.5,5192,22.04848623275757
0,20,150,0.9,2.0,1.5,0.5,4749,25.99862241744995
0,20,150,0.9,2.0,1.5,0.25,4744,26.079911708831787
0,20,150,0.9,2.0,2.0,0.25,4703,25.92503261566162
0,20,150,0.9,2.0,2.0,0.5,4943,26.166609287261963
0,30,50,0.7,1.5,1.5,0.5,4630,12.628632068634033
0,30,50,0.7,1.5,1.5,0.25,4745,12.73777151107788
0,30,50,0.7,1.5,2.0,0.25,4543,12.578060865402222
0,30,50,0.7,1.5,2.0,0.5,4770,13.035435199737549
0,30,50,0.7,2.0,1.5,0.25,4700,12.180792808532715
0,30,50,0.7,2.0,1.5,0.5,4962,12.353845357894897
0,30,50,0.7,2.0,2.0,0.25,4717,12.49768352508545
0,30,50,0.7,2.0,2.0,0.5,4859,12.472257375717163
0,30,50,0.9,1.5,1.5,0.25,4760,12.801027774810791
0,30,50,0.9,1.5,1.5,0.5,4814,12.729641914367676
0,30,50,0.9,1.5,2.0,0.25,4694,12.810951471328735
0,30,50,0.9,1.5,2.0,0.5,5041,12.379225254058838
0,30,50,0.9,2.0,1.5,0.25,4788,13.26142930984497
0,30,50,0.9,2.0,1.5,0.5,5029,13.323776245117188
0,30,50,0.9,2.0,2.0,0.25,4465,13.527339696884155
0,30,50,0.9,2.0,2.0,0.5,4827,13.55477786064148
0,30,100,0.7,1.5,1.5,0.25,4511,23.78897213935852
0,30,100,0.7,1.5,1.5,0.5,4848,23.71367073059082
0,30,100,0.7,1.5,2.0,0.25,4669,24.278809309005737
0,30,100,0.7,1.5,2.0,0.5,4619,24.048214197158813
0,30,100,0.7,2.0,1.5,0.25,4490,25.59835171699524
0,30,100,0.7,2.0,1.5,0.5,4727,25.647451639175415
0,30,100,0.7,2.0,2.0,0.25,4661,25.15498423576355
0,30,100,0.7,2.0,2.0,0.5,4837,25.010103464126587
0,30,100,0.9,1.5,1.5,0.25,4515,21.087294340133667
0,30,100,0.9,1.5,1.5,0.5,4738,21.102787971496582
0,30,100,0.9,1.5,2.0,0.25,4795,21.234676361083984
0,30,100,0.9,1.5,2.0,0.5,4896,21.2040057182312
0,30,100,0.9,2.0,1.5,0.25,4650,23.135967254638672
0,30,100,0.9,2.0,1.5,0.5,4834,23.644970655441284
0,30,100,0.9,2.0,2.0,0.25,4659,23.762285232543945
0,30,100,0.9,2.0,2.0,0.5,4929,23.56234359741211
0,30,150,0.7,1.5,1.5,0.25,4548,42.154539585113525
0,30,150,0.7,1.5,1.5,0.5,4602,42.50472450256348
0,30,150,0.7,1.5,2.0,0.25,4639,42.517629623413086
0,30,150,0.7,1.5,2.0,0.5,4855,42.63721251487732
0,30,150,0.7,2.0,1.5,0.25,4402,41.30985403060913
0,30,150,0.7,2.0,1.5,0.5,4619,40.80611777305603
0,30,150,0.7,2.0,2.0,0.5,4871,40.32543992996216
0,30,150,0.7,2.0,2.0,0.25,4461,40.787439584732056
0,30,150,0.9,1.5,1.5,0.25,4483,23.111806392669678
0,30,150,0.9,1.5,1.5,0.5,5012,23.234997749328613
0,30,150,0.9,1.5,2.0,0.25,4512,22.487378120422363
0,30,150,0.9,1.5,2.0,0.5,4921,22.642865419387817
0,30,150,0.9,2.0,1.5,0.25,4535,20.778350591659546
0,30,150,0.9,2.0,1.5,0.5,4974,20.605649709701538
0,30,150,0.9,2.0,2.0,0.5,5071,20.562199354171753
0,30,150,0.9,2.0,2.0,0.25,4629,20.8973331451416
0,50,50,0.7,1.5,1.5,0.25,4685,13.478995084762573
0,50,50,0.7,1.5,1.5,0.5,4695,13.626350402832031
0,50,50,0.7,1.5,2.0,0.25,4614,13.356629371643066
0,50,50,0.7,1.5,2.0,0.5,4778,13.376854658126831
0,50,50,0.7,2.0,1.5,0.25,4523,10.622997999191284
0,50,50,0.7,2.0,2.0,0.25,4477,10.637996196746826
0,50,50,0.7,2.0,1.5,0.5,4664,11.026121616363525
0,50,50,0.7,2.0,2.0,0.5,4676,10.90113353729248
0,50,50,0.9,1.5,1.5,0.25,4702,11.978677034378052
0,50,50,0.9,1.5,1.5,0.5,4676,12.34721565246582
0,50,50,0.9,1.5,2.0,0.25,4841,12.191203355789185
0,50,50,0.9,1.5,2.0,0.5,4806,12.419100522994995
0,50,50,0.9,2.0,1.5,0.25,4600,10.772231578826904
0,50,50,0.9,2.0,2.0,0.25,4775,10.901137828826904
0,50,50,0.9,2.0,1.5,0.5,4643,11.112916707992554
0,50,50,0.9,2.0,2.0,0.5,4913,11.37143588066101
0,50,100,0.7,1.5,1.5,0.25,4557,22.946651935577393
0,50,100,0.7,1.5,1.5,0.5,4843,22.279212951660156
0,50,100,0.7,1.5,2.0,0.25,4658,22.22111487388611
0,50,100,0.7,1.5,2.0,0.5,4628,22.125767707824707
0,50,100,0.7,2.0,1.5,0.25,4535,20.670632362365723
0,50,100,0.7,2.0,2.0,0.25,4469,20.69685649871826
0,50,100,0.7,2.0,1.5,0.5,4747,20.778838396072388
0,50,100,0.7,2.0,2.0,0.5,4813,20.74023675918579
0,50,100,0.9,1.5,1.5,0.25,4507,20.19713068008423
