instance_id,population_size,max_iterations,weight,c1,c2,vmax,makespan,execution_time
0,20,50,0.7,1.5,2.0,0.5,4827,3.5605714321136475
0,20,50,0.7,1.5,1.5,0.25,4469,3.6859371662139893
0,20,50,0.7,1.5,1.5,0.5,4862,3.7026963233947754
0,20,50,0.7,1.5,2.0,0.25,4629,3.7278192043304443
0,20,50,0.7,2.0,1.5,0.5,4672,3.1604785919189453
0,20,50,0.7,2.0,2.0,0.25,4745,3.152714490890503
0,20,50,0.7,2.0,2.0,0.5,4745,3.132779121398926
0,20,50,0.7,2.0,1.5,0.25,4788,3.261847496032715
0,20,50,0.9,1.5,1.5,0.5,5026,3.1989121437072754
0,20,50,0.9,1.5,1.5,0.25,4693,3.285003185272217
0,20,50,0.9,1.5,2.0,0.25,4599,3.3068087100982666
0,20,50,0.9,1.5,2.0,0.5,4769,3.341122627258301
0,20,50,0.9,2.0,1.5,0.25,4750,3.1807336807250977
0,20,50,0.9,2.0,1.5,0.5,5032,3.2011120319366455
0,20,50,0.9,2.0,2.0,0.25,4813,3.2320711612701416
0,20,50,0.9,2.0,2.0,0.5,5023,3.24692440032959
0,20,100,0.7,1.5,1.5,0.25,4697,6.469315528869629
0,20,100,0.7,1.5,1.5,0.5,4887,6.379510879516602
0,20,100,0.7,1.5,2.0,0.5,4837,6.364313364028931
0,20,100,0.7,1.5,2.0,0.25,4642,6.472032785415649
0,20,100,0.7,2.0,1.5,0.5,4843,6.58636736869812
0,20,100,0.7,2.0,2.0,0.25,4670,6.524131774902344
0,20,100,0.7,2.0,1.5,0.25,4564,6.72758936882019
0,20,100,0.7,2.0,2.0,0.5,4788,6.611220121383667
0,20,100,0.9,1.5,1.5,0.25,4786,6.5641028881073
0,20,100,0.9,1.5,1.5,0.5,4720,6.577065467834473
0,20,100,0.9,1.5,2.0,0.25,4804,6.536075830459595
0,20,100,0.9,1.5,2.0,0.5,5016,6.560719728469849
0,20,100,0.9,2.0,1.5,0.25,4712,6.553548097610474
0,20,100,0.9,2.0,1.5,0.5,4818,6.522858619689941
0,20,100,0.9,2.0,2.0,0.25,4692,6.584977388381958
0,20,100,0.9,2.0,2.0,0.5,4712,6.5929083824157715
0,20,150,0.7,1.5,1.5,0.5,4896,9.819901466369629
0,20,150,0.7,1.5,1.5,0.25,4627,9.972143650054932
0,20,150,0.7,1.5,2.0,0.25,4575,9.90062141418457
0,20,150,0.7,1.5,2.0,0.5,4728,9.960124015808105
0,20,150,0.7,2.0,1.5,0.25,4406,9.77287244796753
0,20,150,0.7,2.0,1.5,0.5,4488,9.835583209991455
0,20,150,0.7,2.0,2.0,0.25,4657,9.798804521560669
0,20,150,0.7,2.0,2.0,0.5,4910,9.762451171875
0,20,150,0.9,1.5,1.5,0.25,4415,10.066049098968506
0,20,150,0.9,1.5,2.0,0.25,4726,10.09754228591919
0,20,150,0.9,1.5,1.5,0.5,4924,10.122291803359985
0,20,150,0.9,1.5,2.0,0.5,4533,10.086491584777832
0,20,150,0.9,2.0,1.5,0.25,4638,9.91499638557434
0,20,150,0.9,2.0,2.0,0.25,4602,9.852145433425903
0,20,150,0.9,2.0,1.5,0.5,4837,9.91187310218811
0,20,150,0.9,2.0,2.0,0.5,4917,9.885321617126465
0,30,50,0.7,1.5,1.5,0.25,4532,4.968022584915161
0,30,50,0.7,1.5,1.5,0.5,4743,4.98297905921936
0,30,50,0.7,1.5,2.0,0.25,4717,4.95840311050415
0,30,50,0.7,1.5,2.0,0.5,4931,5.0024027824401855
0,30,50,0.7,2.0,1.5,0.25,4673,4.971881151199341
0,30,50,0.7,2.0,1.5,0.5,4725,4.970375299453735
0,30,50,0.7,2.0,2.0,0.25,4831,4.980973243713379
